Starting Station Latitude,Starting Station Longitude,Ending Station Latitude,Ending Station Longitude
34.0441589,-118.25158,34.0455399,-118.25667
34.0348015,-118.23128,34.0460701,-118.23309
34.0519409,-118.24353,34.0566101,-118.23721
34.0421104,-118.25619,34.0420609,-118.26338
34.0498886,-118.25588,34.0451813,-118.25024
34.0405998,-118.25384,34.0456085,-118.23703
34.0454216,-118.25352,34.0569687,-118.25359
34.0358009,-118.23317,34.0456085,-118.23703
34.0358009,-118.23317,34.0456085,-118.23703
34.0451813,-118.25024,34.0569687,-118.25359
34.0451813,-118.25024,34.0569687,-118.25359
34.0420609,-118.26338,34.0420609,-118.26338
34.0484009,-118.26095,34.0405998,-118.25384
34.0493011,-118.23881,34.0416908,-118.23535
34.0441704,-118.26117,34.0356789,-118.27081
34.0455399,-118.25667,34.0441704,-118.26117
34.0456085,-118.23703,34.0566101,-118.23721
34.0456085,-118.23703,34.0519409,-118.24353
34.0420609,-118.26338,34.0447006,-118.25244
34.0569687,-118.25359,34.0569687,-118.25359
34.0420609,-118.26338,34.0447006,-118.25244
34.0420609,-118.26338,34.0447006,-118.25244
34.0642815,-118.23894,34.0447006,-118.25244
34.0416908,-118.23535,34.0468102,-118.25698
34.0508804,-118.24825,34.0468102,-118.25698
34.0456085,-118.23703,34.0358009,-118.23317
34.0456085,-118.23703,34.0358009,-118.23317
34.0451813,-118.25024,34.0485497,-118.25905
34.0437317,-118.26014,34.0441589,-118.25158
34.0437317,-118.26014,34.0441589,-118.25158
34.0441704,-118.26117,34.0455399,-118.25667
34.0485497,-118.25905,34.0484009,-118.26095
34.0441589,-118.25158,34.0491982,-118.25283
34.0441589,-118.25158,34.0491982,-118.25283
34.0456085,-118.23703,34.0460701,-118.23309
34.0460701,-118.23309,34.0348015,-118.23128
34.0358009,-118.23317,34.0391884,-118.23253
34.0528984,-118.24156,34.0569687,-118.25359
34.0391884,-118.23253,34.0416908,-118.23535
34.0491982,-118.25283,34.0499802,-118.24716
34.0466118,-118.26273,34.0484009,-118.26095
34.0569687,-118.25359,34.0569687,-118.25359
34.0491982,-118.25283,34.0499802,-118.24716
34.0451813,-118.25024,34.0447006,-118.25244
34.0484009,-118.26095,34.0530205,-118.24795
34.0499802,-118.24716,34.0441589,-118.25158
34.0499802,-118.24716,34.0441589,-118.25158
34.0454216,-118.25352,34.0420609,-118.26338
34.0454216,-118.25352,34.0420609,-118.26338
34.0454216,-118.25352,34.0421104,-118.25619
34.0420609,-118.26338,34.0420609,-118.26338
34.0409889,-118.2558,34.0455399,-118.25667
34.0528984,-118.24156,34.0493011,-118.23881
34.0398712,-118.25004,34.0441589,-118.25158
34.0441704,-118.26117,34.0441704,-118.26117
34.0493011,-118.23881,34.0528984,-118.24156
34.0455399,-118.25667,34.0399818,-118.2664
34.0519409,-118.24353,34.0493011,-118.23881
34.0399818,-118.2664,34.0399818,-118.2664
34.0356789,-118.27081,34.0441704,-118.26117
34.0499802,-118.24716,34.0468216,-118.24835
34.0455399,-118.25667,34.0491982,-118.25283
34.0491982,-118.25283,34.0386086,-118.26086
34.0451813,-118.25024,34.0310516,-118.26709
34.0466118,-118.26273,34.0447006,-118.25244
34.0633888,-118.23616,34.0498886,-118.25588
34.0566101,-118.23721,34.0519409,-118.24353
34.0528984,-118.24156,34.0386086,-118.26086
34.0399818,-118.2664,34.0633888,-118.23616
34.0511017,-118.26456,34.0310516,-118.26709
34.0583191,-118.24609,34.0566101,-118.23721
34.0460701,-118.23309,34.0441589,-118.25158
34.0528984,-118.24156,34.0447006,-118.25244
34.0528984,-118.24156,34.0447006,-118.25244
34.0605583,-118.23833,34.0530205,-118.24795
34.0441589,-118.25158,34.0491982,-118.25283
34.0569687,-118.25359,34.0386086,-118.26086
34.0493011,-118.23881,34.0499802,-118.24716
34.0566101,-118.23721,34.0528984,-118.24156
34.0493011,-118.23881,34.0519409,-118.24353
34.0460701,-118.23309,34.0485497,-118.25905
34.0399818,-118.2664,34.0374603,-118.26538
34.0569687,-118.25359,34.0511017,-118.26456
34.0468216,-118.24835,34.0485497,-118.25905
34.0460701,-118.23309,34.0499802,-118.24716
34.0491982,-118.25283,34.0386086,-118.26086
34.0468216,-118.24835,34.0519409,-118.24353
34.0441704,-118.26117,34.0493011,-118.23881
34.0535698,-118.26636,34.0519409,-118.24353
34.0493011,-118.23881,34.0519409,-118.24353
34.0455399,-118.25667,34.0498886,-118.25588
34.0386086,-118.26086,34.0386086,-118.26086
34.0447006,-118.25244,34.0420609,-118.26338
34.0633888,-118.23616,34.0374603,-118.26538
34.0386086,-118.26086,34.0386086,-118.26086
34.0455399,-118.25667,34.0437317,-118.26014
34.0455399,-118.25667,34.0437317,-118.26014
34.0501404,-118.23324,34.0528984,-118.24156
34.0455399,-118.25667,34.0484009,-118.26095
34.0399818,-118.2664,34.0370483,-118.25487
34.0535698,-118.26636,34.0374603,-118.26538
34.0498886,-118.25588,34.0501404,-118.23324
34.0447006,-118.25244,34.0528984,-118.24156
34.0508804,-118.24825,34.0633888,-118.23616
34.0441589,-118.25158,34.0504799,-118.25459
34.0566101,-118.23721,34.0447006,-118.25244
34.0348015,-118.23128,34.0498886,-118.25588
34.0566101,-118.23721,34.0531998,-118.25095
34.0566101,-118.23721,34.0566101,-118.23721
34.0437317,-118.26014,34.0498886,-118.25588
34.0566101,-118.23721,34.0493011,-118.23881
34.0519409,-118.24353,34.0484009,-118.26095
34.0493011,-118.23881,34.0528984,-118.24156
34.0477486,-118.24317,34.0485497,-118.25905
34.0566101,-118.23721,34.0528984,-118.24156
34.0566101,-118.23721,34.0504799,-118.25459
34.0485497,-118.25905,34.0519409,-118.24353
34.0441589,-118.25158,34.0528984,-118.24156
34.0441589,-118.25158,34.0528984,-118.24156
34.0566101,-118.23721,34.0535698,-118.26636
34.0358009,-118.23317,34.0421104,-118.25619
34.0441589,-118.25158,34.0460701,-118.23309
34.0491982,-118.25283,34.0468102,-118.25698
34.0633888,-118.23616,34.0633888,-118.23616
34.0468102,-118.25698,34.0519409,-118.24353
34.0566101,-118.23721,34.0491982,-118.25283
34.0566101,-118.23721,34.0491982,-118.25283
34.0420609,-118.26338,34.0485497,-118.25905
34.0508804,-118.24825,34.0391884,-118.23253
34.0441589,-118.25158,34.0460701,-118.23309
34.0485497,-118.25905,34.0405998,-118.25384
34.0519409,-118.24353,34.0519409,-118.24353
34.0519409,-118.24353,34.0519409,-118.24353
34.0491982,-118.25283,34.0466118,-118.26273
34.0485497,-118.25905,34.0420609,-118.26338
34.0511017,-118.26456,34.0491982,-118.25283
34.0528984,-118.24156,34.0528984,-118.24156
34.0535698,-118.26636,34.0468102,-118.25698
34.0493011,-118.23881,34.0566101,-118.23721
34.0528984,-118.24156,34.0528984,-118.24156
34.0455399,-118.25667,34.0460701,-118.23309
34.0566101,-118.23721,34.0528984,-118.24156
34.0468102,-118.25698,0,0
34.0566101,-118.23721,34.0528984,-118.24156
34.0441589,-118.25158,34.0468216,-118.24835
34.0566101,-118.23721,34.0460701,-118.23309
34.0566101,-118.23721,34.0460701,-118.23309
34.0566101,-118.23721,34.0460701,-118.23309
34.0447006,-118.25244,34.0466118,-118.26273
34.0468216,-118.24835,34.0460701,-118.23309
34.0460701,-118.23309,34.0456085,-118.23703
34.0531998,-118.25095,34.0566101,-118.23721
34.0460701,-118.23309,34.0456085,-118.23703
34.0460701,-118.23309,34.0456085,-118.23703
34.0460701,-118.23309,34.0456085,-118.23703
34.0460701,-118.23309,34.0456085,-118.23703
34.0456085,-118.23703,34.0386086,-118.26086
34.0456085,-118.23703,34.0386086,-118.26086
34.0456085,-118.23703,34.0386086,-118.26086
34.0456085,-118.23703,34.0386086,-118.26086
34.0456085,-118.23703,34.0386086,-118.26086
34.0511017,-118.26456,34.0491982,-118.25283
34.0468216,-118.24835,34.0485497,-118.25905
34.0491982,-118.25283,34.0379486,-118.25627
34.0451813,-118.25024,34.0416908,-118.23535
34.0566101,-118.23721,34.0485497,-118.25905
34.0501404,-118.23324,34.0519409,-118.24353
34.0441704,-118.26117,34.0535698,-118.26636
34.0468216,-118.24835,34.0493011,-118.23881
34.0386086,-118.26086,34.0374603,-118.26538
34.0386086,-118.26086,34.0374603,-118.26538
34.0386086,-118.26086,34.0374603,-118.26538
34.0386086,-118.26086,34.0374603,-118.26538
34.0386086,-118.26086,34.0374603,-118.26538
34.0420609,-118.26338,34.0386086,-118.26086
34.0374603,-118.26538,34.0374603,-118.26538
34.0374603,-118.26538,34.0530205,-118.24795
34.0374603,-118.26538,34.0530205,-118.24795
34.0633888,-118.23616,34.0485497,-118.25905
34.0374603,-118.26538,34.0530205,-118.24795
34.0374603,-118.26538,34.0530205,-118.24795
34.0374603,-118.26538,34.0530205,-118.24795
34.0386086,-118.26086,34.0386086,-118.26086
34.0386086,-118.26086,34.0386086,-118.26086
34.0519409,-118.24353,34.0605583,-118.23833
34.0519409,-118.24353,34.0605583,-118.23833
34.0519409,-118.24353,34.0501404,-118.23324
34.0530205,-118.24795,34.0530205,-118.24795
34.0530205,-118.24795,34.0530205,-118.24795
34.0530205,-118.24795,34.0530205,-118.24795
34.0456085,-118.23703,34.0508804,-118.24825
34.0528984,-118.24156,34.0501404,-118.23324
34.0386086,-118.26086,34.0455399,-118.25667
34.0530205,-118.24795,34.0530205,-118.24795
34.0577202,-118.24897,34.0531998,-118.25095
34.0530205,-118.24795,34.0530205,-118.24795
34.0530205,-118.24795,34.0530205,-118.24795
34.0530205,-118.24795,34.0530205,-118.24795
34.0530205,-118.24795,34.0530205,-118.24795
34.0530205,-118.24795,34.0530205,-118.24795
34.0530205,-118.24795,34.0530205,-118.24795
34.0530205,-118.24795,34.0530205,-118.24795
34.0530205,-118.24795,34.0530205,-118.24795
34.0530205,-118.24795,34.0530205,-118.24795
34.0530205,-118.24795,34.0530205,-118.24795
34.0530205,-118.24795,34.0530205,-118.24795
34.0530205,-118.24795,34.0530205,-118.24795
34.0530205,-118.24795,34.0530205,-118.24795
34.0528984,-118.24156,34.0508804,-118.24825
34.0386086,-118.26086,34.0455399,-118.25667
34.0530205,-118.24795,34.0530205,-118.24795
34.0530205,-118.24795,34.0530205,-118.24795
34.0530205,-118.24795,34.0530205,-118.24795
34.0530205,-118.24795,34.0530205,-118.24795
34.0530205,-118.24795,34.0530205,-118.24795
34.0530205,-118.24795,34.0530205,-118.24795
34.0530205,-118.24795,34.0530205,-118.24795
34.0530205,-118.24795,34.0530205,-118.24795
34.0530205,-118.24795,34.0530205,-118.24795
34.0530205,-118.24795,34.0530205,-118.24795
34.0530205,-118.24795,34.0530205,-118.24795
34.0530205,-118.24795,34.0530205,-118.24795
34.0530205,-118.24795,34.0530205,-118.24795
34.0504799,-118.25459,34.0491982,-118.25283
34.0519409,-118.24353,34.0455399,-118.25667
34.0519409,-118.24353,34.0455399,-118.25667
34.0530205,-118.24795,34.0577202,-118.24897
34.0530205,-118.24795,34.0530205,-118.24795
34.0530205,-118.24795,34.0530205,-118.24795
34.0530205,-118.24795,34.0530205,-118.24795
34.0530205,-118.24795,34.0530205,-118.24795
34.0530205,-118.24795,34.0530205,-118.24795
34.0519409,-118.24353,34.0455399,-118.25667
34.0420609,-118.26338,34.0504799,-118.25459
34.0530205,-118.24795,34.0530205,-118.24795
34.0530205,-118.24795,34.0530205,-118.24795
34.0566101,-118.23721,34.0508804,-118.24825
34.0531998,-118.25095,34.0583191,-118.24609
34.0530205,-118.24795,34.0491982,-118.25283
34.0566101,-118.23721,34.0508804,-118.24825
34.0530205,-118.24795,34.0577202,-118.24897
34.0530205,-118.24795,34.0577202,-118.24897
34.0460701,-118.23309,34.0456085,-118.23703
34.0530205,-118.24795,34.0577202,-118.24897
34.0530205,-118.24795,34.0577202,-118.24897
34.0528984,-118.24156,34.0409889,-118.2558
34.0531998,-118.25095,34.0468102,-118.25698
34.0508804,-118.24825,34.0528984,-118.24156
34.0566101,-118.23721,34.0460701,-118.23309
34.0498886,-118.25588,34.0451813,-118.25024
34.0466118,-118.26273,34.0405998,-118.25384
34.0577202,-118.24897,34.0577202,-118.24897
34.0468216,-118.24835,34.0441589,-118.25158
34.0583191,-118.24609,34.0493011,-118.23881
34.0583191,-118.24609,34.0493011,-118.23881
34.0577202,-118.24897,34.0508804,-118.24825
34.0358009,-118.23317,34.0460701,-118.23309
34.0569687,-118.25359,34.0569687,-118.25359
34.0405998,-118.25384,34.0519409,-118.24353
34.0519409,-118.24353,34.0456085,-118.23703
34.0501404,-118.23324,34.0498886,-118.25588
34.0577202,-118.24897,34.0519409,-118.24353
34.0577202,-118.24897,34.0519409,-118.24353
34.0577202,-118.24897,34.0508804,-118.24825
34.0531998,-118.25095,34.0577202,-118.24897
34.0528984,-118.24156,34.0528984,-118.24156
34.0493011,-118.23881,34.0583191,-118.24609
34.0577202,-118.24897,34.0530205,-118.24795
34.0519409,-118.24353,34.0468216,-118.24835
34.0358009,-118.23317,34.0460701,-118.23309
34.0642815,-118.23894,34.0328598,-118.26808
34.0447006,-118.25244,34.0468102,-118.25698
34.0485497,-118.25905,34.0633888,-118.23616
34.0468216,-118.24835,34.0370483,-118.25487
34.0504799,-118.25459,34.048851,-118.24642
34.0460701,-118.23309,34.0566101,-118.23721
34.0455399,-118.25667,34.0386086,-118.26086
34.0455399,-118.25667,34.0386086,-118.26086
34.0508804,-118.24825,34.0566101,-118.23721
34.0421104,-118.25619,34.0358009,-118.23317
34.0566101,-118.23721,34.0405998,-118.25384
34.0455399,-118.25667,34.0386086,-118.26086
34.0455399,-118.25667,34.0519409,-118.24353
34.0455399,-118.25667,34.0519409,-118.24353
34.0455399,-118.25667,34.0519409,-118.24353
34.0468216,-118.24835,34.0468216,-118.24835
34.0455399,-118.25667,34.0421104,-118.25619
34.0491982,-118.25283,34.0491982,-118.25283
34.0605583,-118.23833,34.0519409,-118.24353
34.0605583,-118.23833,34.0519409,-118.24353
34.0530205,-118.24795,34.0508804,-118.24825
34.0405998,-118.25384,34.0455399,-118.25667
34.0455399,-118.25667,34.0328598,-118.26808
34.0508804,-118.24825,34.0508804,-118.24825
34.0421104,-118.25619,34.0508804,-118.24825
34.0421104,-118.25619,34.0421104,-118.25619
34.0421104,-118.25619,34.0421104,-118.25619
34.0421104,-118.25619,34.0508804,-118.24825
34.0386086,-118.26086,34.0386086,-118.26086
34.0456085,-118.23703,34.0519409,-118.24353
34.063179,-118.24588,34.0504799,-118.25459
34.0508804,-118.24825,34.0468102,-118.25698
34.0508804,-118.24825,34.0468102,-118.25698
34.0374603,-118.26538,34.0441704,-118.26117
34.0531998,-118.25095,34.0421104,-118.25619
34.0508804,-118.24825,34.0566101,-118.23721
34.0491982,-118.25283,34.0409889,-118.2558
34.0455399,-118.25667,34.0485497,-118.25905
34.0348015,-118.23128,34.0447006,-118.25244
34.0451813,-118.25024,34.0405998,-118.25384
34.0421104,-118.25619,34.0421104,-118.25619
34.0421104,-118.25619,34.0421104,-118.25619
34.0519409,-118.24353,34.0455399,-118.25667
34.0519409,-118.24353,0,0
34.0441704,-118.26117,34.0485497,-118.25905
34.0421104,-118.25619,34.0441589,-118.25158
34.0441704,-118.26117,34.0374603,-118.26538
34.0441589,-118.25158,34.0468216,-118.24835
34.0511017,-118.26456,34.0454216,-118.25352
34.0386086,-118.26086,34.0455399,-118.25667
34.0468102,-118.25698,34.0498886,-118.25588
34.0633888,-118.23616,34.0633888,-118.23616
34.0509109,-118.24097,34.0566101,-118.23721
34.0509109,-118.24097,34.0566101,-118.23721
34.0468102,-118.25698,34.0566101,-118.23721
34.0468102,-118.25698,34.0566101,-118.23721
34.0455399,-118.25667,34.0386086,-118.26086
34.0411301,-118.26798,34.0405998,-118.25384
34.0468216,-118.24835,34.0566101,-118.23721
34.0460701,-118.23309,34.0460701,-118.23309
34.0405998,-118.25384,34.0447006,-118.25244
34.0441589,-118.25158,34.0531998,-118.25095
34.0485497,-118.25905,34.0409889,-118.2558
34.0485497,-118.25905,34.0420609,-118.26338
34.0511017,-118.26456,34.0468102,-118.25698
34.0468216,-118.24835,34.0460701,-118.23309
34.0447006,-118.25244,34.0447006,-118.25244
34.0511017,-118.26456,34.0511017,-118.26456
34.0451813,-118.25024,34.0484009,-118.26095
34.0421104,-118.25619,34.0455399,-118.25667
34.0447006,-118.25244,34.0447006,-118.25244
34.0451813,-118.25024,34.0348015,-118.23128
34.0508804,-118.24825,34.0508804,-118.24825
34.0391884,-118.23253,34.0421104,-118.25619
34.0577202,-118.24897,34.0577202,-118.24897
34.0386086,-118.26086,34.0386086,-118.26086
34.0386086,-118.26086,34.0386086,-118.26086
34.0531998,-118.25095,34.0484009,-118.26095
34.0455399,-118.25667,34.0484009,-118.26095
34.0531998,-118.25095,34.0583191,-118.24609
34.0386086,-118.26086,34.0411301,-118.26798
34.0420609,-118.26338,34.0485497,-118.25905
34.0484009,-118.26095,34.0504799,-118.25459
34.0504799,-118.25459,34.0456085,-118.23703
34.0498886,-118.25588,34.0421104,-118.25619
34.0498886,-118.25588,34.0421104,-118.25619
34.0437317,-118.26014,34.0441589,-118.25158
34.0484009,-118.26095,34.0566101,-118.23721
34.0456085,-118.23703,34.0456085,-118.23703
34.0484009,-118.26095,34.0511017,-118.26456
34.0456085,-118.23703,34.0456085,-118.23703
34.0491982,-118.25283,34.0605583,-118.23833
34.0348015,-118.23128,34.0451813,-118.25024
34.0491982,-118.25283,34.0441704,-118.26117
34.063179,-118.24588,34.063179,-118.24588
34.0468102,-118.25698,34.0409889,-118.2558
34.0498886,-118.25588,34.0566101,-118.23721
34.0447006,-118.25244,34.0519409,-118.24353
34.0386086,-118.26086,34.0468102,-118.25698
34.0441704,-118.26117,34.0491982,-118.25283
34.0498886,-118.25588,34.0386086,-118.26086
34.0451813,-118.25024,34.0468216,-118.24835
34.0386086,-118.26086,34.0399818,-118.2664
34.0577202,-118.24897,34.0577202,-118.24897
34.0386086,-118.26086,34.0491982,-118.25283
34.0456085,-118.23703,34.0460701,-118.23309
34.0416908,-118.23535,34.0491982,-118.25283
34.0310516,-118.26709,34.0451813,-118.25024
34.0379486,-118.25627,34.0379486,-118.25627
34.0519409,-118.24353,34.0485497,-118.25905
34.063179,-118.24588,34.0437317,-118.26014
34.0535698,-118.26636,34.0477486,-118.24317
34.0535698,-118.26636,34.0477486,-118.24317
34.0386086,-118.26086,34.0566101,-118.23721
34.0386086,-118.26086,34.0519409,-118.24353
34.048851,-118.24642,34.0566101,-118.23721
34.0528984,-118.24156,34.0485497,-118.25905
34.0566101,-118.23721,34.048851,-118.24642
34.0468102,-118.25698,34.0358009,-118.23317
34.0528984,-118.24156,34.0566101,-118.23721
34.0528984,-118.24156,34.0566101,-118.23721
34.0528984,-118.24156,34.0633888,-118.23616
34.0528984,-118.24156,34.0633888,-118.23616
34.0498886,-118.25588,34.0386086,-118.26086
34.028511,-118.25667,34.0386086,-118.26086
34.0441589,-118.25158,34.0437317,-118.26014
34.0374603,-118.26538,34.0399818,-118.2664
34.0491982,-118.25283,34.0493011,-118.23881
34.0498886,-118.25588,34.0511017,-118.26456
34.0531998,-118.25095,34.0451813,-118.25024
34.0456085,-118.23703,34.0468102,-118.25698
34.0328598,-118.26808,34.0386086,-118.26086
34.0511017,-118.26456,34.0519409,-118.24353
34.0511017,-118.26456,34.0566101,-118.23721
34.063179,-118.24588,34.0437317,-118.26014
34.0421104,-118.25619,34.0358009,-118.23317
34.0451813,-118.25024,34.0358009,-118.23317
34.0441589,-118.25158,34.0566101,-118.23721
34.0386086,-118.26086,34.0569687,-118.25359
34.0528984,-118.24156,34.0491982,-118.25283
34.0577202,-118.24897,34.0493011,-118.23881
34.0577202,-118.24897,34.0577202,-118.24897
34.0498886,-118.25588,34.0484009,-118.26095
34.0477486,-118.24317,34.0577202,-118.24897
34.0493011,-118.23881,34.0499802,-118.24716
34.0477486,-118.24317,34.0441704,-118.26117
34.0370483,-118.25487,34.0386086,-118.26086
34.0519409,-118.24353,34.0566101,-118.23721
34.0569687,-118.25359,34.0485497,-118.25905
34.0528984,-118.24156,34.0566101,-118.23721
34.0519409,-118.24353,34.0493011,-118.23881
34.0519409,-118.24353,34.0566101,-118.23721
34.0504799,-118.25459,34.063179,-118.24588
34.0466118,-118.26273,34.063179,-118.24588
34.0456085,-118.23703,34.0358009,-118.23317
34.0493011,-118.23881,34.0511017,-118.26456
34.0493011,-118.23881,34.0511017,-118.26456
34.0451813,-118.25024,34.0491982,-118.25283
34.0405998,-118.25384,34.0485497,-118.25905
34.0447006,-118.25244,34.048851,-118.24642
34.0405998,-118.25384,34.0484009,-118.26095
34.0348015,-118.23128,34.0468216,-118.24835
34.0511017,-118.26456,34.0504799,-118.25459
34.0519409,-118.24353,34.0566101,-118.23721
34.0566101,-118.23721,34.0528984,-118.24156
34.0420609,-118.26338,34.0374603,-118.26538
34.0468216,-118.24835,34.0399818,-118.2664
34.0409889,-118.2558,34.0468216,-118.24835
34.0421104,-118.25619,34.0468102,-118.25698
34.0460701,-118.23309,34.0455399,-118.25667
34.0460701,-118.23309,34.0455399,-118.25667
34.0447006,-118.25244,34.0493011,-118.23881
34.0519409,-118.24353,34.0386086,-118.26086
34.0358009,-118.23317,34.0456085,-118.23703
34.0447006,-118.25244,34.0485497,-118.25905
34.0528984,-118.24156,34.0566101,-118.23721
34.0566101,-118.23721,34.0447006,-118.25244
34.0566101,-118.23721,34.0447006,-118.25244
34.0566101,-118.23721,34.0447006,-118.25244
34.0566101,-118.23721,34.0447006,-118.25244
34.0531998,-118.25095,34.0493011,-118.23881
34.0566101,-118.23721,34.0447006,-118.25244
34.0519409,-118.24353,34.0566101,-118.23721
34.0468216,-118.24835,34.0499802,-118.24716
34.0485497,-118.25905,34.0447006,-118.25244
34.0451813,-118.25024,34.0485497,-118.25905
34.0577202,-118.24897,34.0577202,-118.24897
34.048851,-118.24642,34.0566101,-118.23721
34.0498886,-118.25588,34.0437317,-118.26014
34.0484009,-118.26095,34.0421104,-118.25619
34.0447006,-118.25244,34.0348015,-118.23128
34.0485497,-118.25905,34.0411301,-118.26798
34.0455399,-118.25667,34.0484009,-118.26095
34.0485497,-118.25905,34.0420609,-118.26338
34.0447006,-118.25244,34.0348015,-118.23128
34.0508804,-118.24825,34.0468102,-118.25698
34.0447006,-118.25244,34.0499802,-118.24716
34.0447006,-118.25244,34.0468216,-118.24835
34.0386086,-118.26086,34.0491982,-118.25283
34.0511017,-118.26456,34.0569687,-118.25359
34.0633888,-118.23616,34.0530205,-118.24795
34.0504799,-118.25459,34.0508804,-118.24825
34.0484009,-118.26095,34.0421104,-118.25619
34.0519409,-118.24353,34.0509109,-118.24097
34.0519409,-118.24353,34.0447006,-118.25244
34.0447006,-118.25244,34.0468216,-118.24835
34.0493011,-118.23881,34.0566101,-118.23721
34.0566101,-118.23721,34.0499802,-118.24716
34.0386086,-118.26086,34.0477486,-118.24317
34.0441589,-118.25158,34.0468216,-118.24835
34.0441589,-118.25158,34.0468216,-118.24835
34.0484009,-118.26095,34.0633888,-118.23616
34.0468216,-118.24835,34.0499802,-118.24716
34.0468216,-118.24835,34.0499802,-118.24716
34.0498886,-118.25588,34.0493011,-118.23881
34.0491982,-118.25283,34.0566101,-118.23721
34.0409889,-118.2558,34.0409889,-118.2558
34.0468216,-118.24835,34.0499802,-118.24716
34.0468216,-118.24835,34.0499802,-118.24716
34.0583191,-118.24609,34.0569687,-118.25359
34.0441704,-118.26117,34.0485497,-118.25905
34.0455399,-118.25667,34.063179,-118.24588
34.0569687,-118.25359,34.0456085,-118.23703
34.0569687,-118.25359,34.0456085,-118.23703
34.0569687,-118.25359,34.0456085,-118.23703
34.0569687,-118.25359,34.0456085,-118.23703
34.0421104,-118.25619,34.0484009,-118.26095
34.0485497,-118.25905,34.0468216,-118.24835
34.0577202,-118.24897,34.0511017,-118.26456
34.0499802,-118.24716,34.0358009,-118.23317
34.0328598,-118.26808,34.0342102,-118.25459
34.0499802,-118.24716,34.0485497,-118.25905
34.0535698,-118.26636,34.0485497,-118.25905
34.0358009,-118.23317,34.0358009,-118.23317
34.0566101,-118.23721,34.0485497,-118.25905
34.0484009,-118.26095,34.0566101,-118.23721
34.0455399,-118.25667,34.0441589,-118.25158
34.0455399,-118.25667,34.0441589,-118.25158
34.0379486,-118.25627,34.0441704,-118.26117
34.0566101,-118.23721,34.0466118,-118.26273
34.0460701,-118.23309,34.0566101,-118.23721
34.0485497,-118.25905,34.0468216,-118.24835
34.0374603,-118.26538,34.0535698,-118.26636
34.0468216,-118.24835,34.0493011,-118.23881
34.0569687,-118.25359,34.0493011,-118.23881
34.0499802,-118.24716,34.0358009,-118.23317
34.0451813,-118.25024,34.0447006,-118.25244
34.0460701,-118.23309,34.0504799,-118.25459
34.0499802,-118.24716,34.0566101,-118.23721
34.0499802,-118.24716,34.0358009,-118.23317
34.0447006,-118.25244,34.0633888,-118.23616
34.0342102,-118.25459,34.0342102,-118.25459
34.0493011,-118.23881,34.0456085,-118.23703
34.0493011,-118.23881,34.0456085,-118.23703
34.0499802,-118.24716,34.0447006,-118.25244
34.0447006,-118.25244,34.0485497,-118.25905
34.0508804,-118.24825,34.0451813,-118.25024
34.0398712,-118.25004,34.0451813,-118.25024
34.0460701,-118.23309,34.048851,-118.24642
34.0535698,-118.26636,34.0535698,-118.26636
34.0531998,-118.25095,34.0441589,-118.25158
34.0485497,-118.25905,34.0420609,-118.26338
34.0485497,-118.25905,34.0451813,-118.25024
34.0569687,-118.25359,34.0451813,-118.25024
34.0468216,-118.24835,34.0348015,-118.23128
34.0447006,-118.25244,34.0358009,-118.23317
34.0328598,-118.26808,34.0328598,-118.26808
34.0328598,-118.26808,34.0328598,-118.26808
34.0605583,-118.23833,34.0499802,-118.24716
34.0466118,-118.26273,34.0466118,-118.26273
34.0485497,-118.25905,34.0460701,-118.23309
34.0466118,-118.26273,34.0455399,-118.25667
34.0451813,-118.25024,34.0569687,-118.25359
34.0605583,-118.23833,34.0499802,-118.24716
34.0420609,-118.26338,34.0409889,-118.2558
34.0504799,-118.25459,34.0456085,-118.23703
34.0484009,-118.26095,34.0348015,-118.23128
34.0454216,-118.25352,34.0485497,-118.25905
34.0605583,-118.23833,34.0499802,-118.24716
34.0605583,-118.23833,34.0499802,-118.24716
34.0421104,-118.25619,34.0447006,-118.25244
34.063179,-118.24588,34.0455399,-118.25667
34.0328598,-118.26808,34.0491982,-118.25283
34.0577202,-118.24897,34.0531998,-118.25095
34.0456085,-118.23703,34.0566101,-118.23721
34.0456085,-118.23703,34.0566101,-118.23721
34.0485497,-118.25905,34.0451813,-118.25024
34.0441589,-118.25158,34.0491982,-118.25283
34.0441589,-118.25158,34.0491982,-118.25283
34.0420609,-118.26338,34.0447006,-118.25244
34.0358009,-118.23317,34.0485497,-118.25905
34.0531998,-118.25095,34.0456085,-118.23703
34.0358009,-118.23317,34.0358009,-118.23317
34.0531998,-118.25095,34.0566101,-118.23721
34.0358009,-118.23317,34.0566101,-118.23721
34.0328598,-118.26808,34.0491982,-118.25283
34.0358009,-118.23317,34.0566101,-118.23721
34.0358009,-118.23317,34.0485497,-118.25905
34.0374603,-118.26538,34.0420609,-118.26338
34.0493011,-118.23881,34.0519409,-118.24353
34.0447006,-118.25244,34.0498886,-118.25588
34.0447006,-118.25244,34.0498886,-118.25588
34.0460701,-118.23309,34.0358009,-118.23317
34.0451813,-118.25024,34.0441704,-118.26117
34.0405998,-118.25384,34.0455399,-118.25667
34.0405998,-118.25384,34.0455399,-118.25667
34.0451813,-118.25024,34.0441704,-118.26117
34.0451813,-118.25024,34.0519409,-118.24353
34.0455399,-118.25667,34.0455399,-118.25667
34.0499802,-118.24716,34.0605583,-118.23833
34.0499802,-118.24716,34.0605583,-118.23833
34.0493011,-118.23881,34.0569687,-118.25359
34.0493011,-118.23881,34.0569687,-118.25359
